project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,pci5,status
Hauts de France II Gas Pipeline,,gas_pipeline,,Engie [60.80%]; Société d'Infrastructures Gazières [38.60%]; Other [0.60%],France,operating,2014,13,,bcm/y,line,nan,nan,"49.5309,2.704:49.6606,2.6956:49.6834,2.6605:49.6996,2.6354:49.7516,2.6203:49.8067,2.6002:49.8489,2.56:49.8748,2.555:49.9201,2.5299:49.975,2.5248:50.0751,2.5148:50.1234,2.5148:50.1878,2.4947:50.2135,2.4746:50.2521,2.5198:50.2842,2.5349:50.3227,2.5299:50.3387,2.5148:50.3772,2.4495:50.4124,2.4244:50.4348,2.4194:50.4923,2.4194:50.5051,2.4194:50.5466,2.4143:50.6232,2.3741:50.6773,2.3691:50.6996,2.3792:50.7282,2.3942:50.7886,2.3591:50.8362,2.334:50.8933,2.3088:50.9263,2.3156;50.9263,2.3156:51.0333,2.1947",https://www.gem.wiki/Hauts_de_France_II_Gas_Pipeline,,operating
Heidenau-Quarnstedt Gas Pipeline,,gas_pipeline,,Gasunie [100.00%],Germany,operating,,,,,line,nan,nan,"53.443984,9.535388:53.553268,9.414501:53.616088,9.379227:53.682296,9.496807:53.755353,9.532082:53.8595,9.555598:53.939552,9.7845",https://www.gem.wiki/Heidenau-Quarnstedt_Gas_Pipeline,,operating
Heidrun Gas Export Pipeline,,gas_pipeline,,Equinor [100.00%],Norway,operating,2001,11,,mill.Sm3/day,line,nan,nan,"65.325638,7.317298:65.324562,7.30776:65.331467,7.285486:65.333046,7.275471:65.33371,7.264166:65.333359,7.252859:65.332169,7.243918:65.329865,7.233922:65.326843,7.225884:65.321709,7.217829:65.264175,7.158673:65.260963,7.153077:65.247528,7.121653:65.235535,7.101741:65.216698,7.074853:65.205223,7.06434:65.172256,7.027645:65.134773,6.964481:65.125763,6.953133:65.116302,6.937869:65.10392,6.909685:65.087158,6.863908:65.084991,6.847482:65.084511,6.801462",https://www.gem.wiki/Heidrun_Gas_Export_Pipeline,,operating
Helsinki–Siuntio Gas Pipeline,,gas_pipeline,,GasGrid Finland Oy [100.00%],Finland,operating,,,,,line,nan,nan,"60.138,24.2278:60.1698,24.8244:60.1639,24.8558:60.1626,24.8742:60.1659,24.8912:60.1678,24.9298:60.175,24.954",https://gem.wiki/Helsinki–Siuntio_Gas_Pipeline,,operating
Hermanowice-Jaroslaw Pipeline,,gas_pipeline,,Gaz-System [100.00%],Poland,proposed,2029,,,,line,nan,nan,"49.723054,22.814929:50.017072,22.676753",https://www.gem.wiki/Hermanowice-Jaroslaw_Gas_Pipeline,,proposed_plus
Hermanowice-Strachocina Pipeline,,gas_pipeline,,Gaz-System [100.00%],Poland,operating,2020,,,,line,nan,nan,"49.5965239,21.9989307:49.5814114,22.1001843:49.5753664,22.350296:49.6226881,22.4256015",https://www.gem.wiki/Hermanowice_Strachocina_Pipeline,,operating
Hewett Pipeline System,,gas_pipeline,,Eni S.p.A. [100.00%],United Kingdom,operating,2009,900,,MMcf/d,line,nan,nan,"53.017347,1.795206:53.017847,1.792872:53.020508,1.785814:53.021656,1.781783:53.026583,1.766606:53.027592,1.761361:53.027867,1.758719:53.028133,1.753703:53.027917,1.748925:53.026878,1.739408:53.023444,1.714328:53.022628,1.707:53.021097,1.696511:53.020514,1.691114:53.019906,1.687786:53.016261,1.659597:53.013314,1.638689:53.012411,1.630822:53.006439,1.587203:53.005481,1.582292:53.0033,1.575178:52.999686,1.5668:52.997519,1.563575:52.993661,1.558378:52.990306,1.555603:52.987736,1.553231:52.985489,1.551922:52.979581,1.547656:52.976806,1.544583:52.975244,1.543319:52.973522,1.541489:52.971975,1.539494:52.969278,1.536903:52.963644,1.5318:52.960881,1.52955:52.957481,1.526411:52.947725,1.517958:52.944917,1.515303:52.942031,1.512994:52.932439,1.504219:52.930289,1.502575:52.924319,1.498886:52.922939,1.497775:52.920917,1.495739:52.919219,1.493553:52.915858,1.489842:52.910619,1.485078:52.908253,1.483144:52.906761,1.481597:52.904636,1.480572:52.902,1.479017:52.900611,1.478431:52.898325,1.476767:52.895683,1.475717:52.890081,1.472839:52.877114,1.466858:52.865214,1.460656;52.999697,1.847508:53.000714,1.844975:53.001764,1.841075:53.003433,1.837164:53.008797,1.821061:53.010858,1.815494:53.012539,1.810228:53.014017,1.806403:53.017403,1.795531;53.054597,1.686253:53.052306,1.692061:53.050625,1.696942:53.048475,1.703983:53.047517,1.706369:53.047108,1.708258:53.043803,1.717333:53.041281,1.725194:53.040269,1.727747:53.036503,1.738842:53.035461,1.742331:53.027336,1.765958:53.022822,1.779775:53.017494,1.795186;53.097664,1.766006:53.096589,1.766131:53.095469,1.765933:53.092633,1.764531:53.090264,1.764036:53.088008,1.763167:53.0826,1.761736:53.080594,1.761381:53.070575,1.758172:53.066558,1.757258:53.064844,1.756475:53.062281,1.7561:53.058975,1.755094:53.057356,1.755044:53.056558,1.754869:53.055611,1.754467:53.0543,1.753589:53.052883,1.753106:53.050403,1.752706:53.047586,1.751931:53.043019,1.752089:53.041375,1.752397:53.03835,1.753536:53.034747,1.756542:53.031936,1.759703:53.029803,1.763031:53.027922,1.766728:53.025864,1.771683:53.021158,1.786325:53.01915,1.791703:53.017536,1.795189;53.086972,1.851142:53.08685,1.850872:53.087317,1.849583:53.087519,1.848058:53.087414,1.845289:53.088536,1.838394:53.093781,1.796075:53.095244,1.785342:53.097031,1.769875:53.097703,1.766086;53.078775,1.888922:53.078567,1.887786:53.074969,1.882556:53.071275,1.876525:53.049242,1.843186:53.018717,1.796428:53.018536,1.796197:53.018278,1.796267;53.410039,1.375202:53.409758,1.374772:53.409528,1.374842:53.405459,1.377332:53.401673,1.3792:53.396894,1.382239:53.378419,1.393046:53.373885,1.395517:53.370868,1.397461:53.357606,1.404873:53.337136,1.416945:53.322225,1.42543:53.296581,1.440393:53.289386,1.444376:53.274782,1.452979:53.264185,1.458913:53.25789,1.462672:53.251612,1.466138:53.249853,1.46686:53.248616,1.467112:53.225258,1.467127:53.21885,1.467001:53.214337,1.467162:53.20609,1.466995:53.19703,1.467155:53.194008,1.466972:53.186706,1.46698:53.178186,1.466685:53.170308,1.466747:53.164092,1.466573:53.160658,1.466694:53.153102,1.466304:53.149499,1.466474:53.135774,1.466145:53.133114,1.466291:53.127954,1.466054:53.121223,1.466118:53.11733,1.465835:53.113705,1.465987:53.110879,1.46583:53.107897,1.465946:53.094473,1.465686:53.091133,1.465791:53.083438,1.46547:53.07003,1.465479:53.063151,1.465209:53.056264,1.465352:53.050144,1.465027:53.043491,1.465138:53.041734,1.464956:53.036958,1.465018:53.031388,1.464802:53.024174,1.464904:53.021468,1.464733:53.015425,1.464761:53.010306,1.464502:53.005397,1.46465:53.000271,1.464433:52.994204,1.464433:52.990975,1.46424:52.985261,1.464386:52.981944,1.464137:52.976033,1.464248:52.971326,1.464042:52.964792,1.464118:52.959383,1.463898:52.956176,1.464004:52.949043,1.463743:52.94588,1.463861:52.942137,1.463584:52.938314,1.463736:52.93371,1.463576:52.931575,1.463708:52.92742,1.463486:52.923039,1.463556:52.919917,1.463385:52.916353,1.463518:52.913538,1.463312:52.908484,1.463345:52.907091,1.463117:52.905718,1.463097:52.901399,1.462363:52.865575,1.458123;53.546568,1.360559:53.546528,1.360923:53.542005,1.362126:53.533962,1.363611:53.510789,1.368627:53.508101,1.368993:53.507216,1.369347:53.499204,1.371146:53.467105,1.377937:53.457233,1.378399:53.433179,1.383856:53.431405,1.384283:53.429661,1.384975:53.42377,1.388662:53.421141,1.389752:53.419235,1.389779:53.417577,1.38936:53.415862,1.388472:53.414251,1.387123:53.412834,1.385258:53.408925,1.379055:53.407313,1.376345:53.407359,1.376215;16.769459,-3.013701:16.783152,-2.990769",https://www.gem.wiki/Hewett_Pipeline_System,,operating
High Pressure Pipeline to West Macedonia,Trikala-Ptolemaida,gas_pipeline,,Snam [36.00%]; Government of Greece [34.00%]; Enagás [12.00%]; Fluxys [12.00%]; Copelouzos Group [6.00%],Greece,proposed,2023,0.5,,bcm/y,line,nan,nan,"40.598,22.5579:40.592759,22.49688:40.622992,22.45623:40.647464,22.440105:40.674985,22.375608:40.685685,22.305064:40.685685,22.210333:40.682628,22.168007:40.665813,22.139789:40.665813,22.093431:40.674985,22.006763:40.676514,21.950328:40.676514,21.895908:40.670399,21.84955:40.6547,21.7819:40.626051,21.789084:40.6135,21.7438:40.586266,21.694353:40.558708,21.643965:40.544925,21.613731:40.5432,21.5773",https://www.gem.wiki/High_Pressure_Pipeline_to_West_Macedonia,,proposed_plus
High Pressure Pipeline to West Macedonia,Perdika-Ioanna,gas_pipeline,,Snam [36.00%]; Government of Greece [34.00%]; Enagás [12.00%]; Fluxys [12.00%]; Copelouzos Group [6.00%],Greece,proposed,2023,0.5,,bcm/y,line,nan,nan,"40.5432,21.5773:40.557943,21.531094:40.56713,21.402099:40.54416,21.313415:40.5257,21.2563:40.4844,21.228762:40.446064,21.208607:40.390055,21.192482:40.328621,21.170311:40.261748,21.144109:40.220208,21.145117:40.158619,21.141086:40.127804,21.116899:40.133968,21.04434:40.146295,21.012091:40.1617,20.895189:40.149376,20.871003:40.130886,20.871003:40.118557,20.814567:40.115474,20.75007:40.078471,20.701697:40.038362,20.669448:39.975064,20.608981:39.941075,20.596888:39.902431,20.580764:39.869953,20.568671:39.832816,20.558593:39.78327,20.598904:39.763131,20.625106:39.707333,20.667432:39.67166,20.681541:39.654592,20.721852:39.646833,20.760147",https://www.gem.wiki/High_Pressure_Pipeline_to_West_Macedonia,,proposed_plus
Holowczyce–Pulawy Gas Pipeline,,gas_pipeline,,Gaz-System [100.00%],Poland,operating,,,,,line,nan,nan,"51.4612,22.05:51.5344,22.2079:51.6938,22.4033:51.7374,22.4261:51.9745,22.6879:52.0789,22.8908:52.1794,22.9553:52.3956,23.2118",https://gem.wiki/Holowczyce–Pulawy_Gas_Pipeline,,operating
Horgos-Gospodinci Gas Pipeline,,gas_pipeline,,Srbijagas [100.00%],Serbia,operating,,,,,line,nan,nan,"45.40563,19.989483:45.466038,19.984781:45.550788,19.983629:45.667615,19.977871:45.739201,19.981326:45.799456,19.993995:45.910956,19.981326:45.991033,19.942167:46.070995,19.951381:46.133285,19.94447:46.175423,19.985782",https://www.gem.wiki/Horgos-Gospodinci_Gas_Pipeline,,operating
Hoscht-St.Magrethen Gas Pipeline,,gas_pipeline,,Allianz [unknown %]; Erdgas Ostschweitz AG [unknown %]; Snam [unknown %]; Verbund [unknown %],"Austria, Switzerland",operating,,,,,line,nan,nan,"47.491407,9.67421:47.484332,9.658198:47.464351,9.647001:47.451442,9.624942",https://www.gem.wiki/Hoscht-St.Magrethen_Gas_Pipeline,,operating
Hospozin–Dobré Pole Gas Pipeline,,gas_pipeline,,Allianz [50.00%]; OMV Group [37.50%]; Mubadala Investment Company [12.50%],Czech Republic,operating,,,,,line,nan,nan,"50.312,14.17:50.2093,14.3359:50.1647,14.4341:50.132,14.5264:50.0814,14.6186:50.0427,14.6692:50.0165,14.931",https://gem.wiki/Hospozin–Dobré_Pole_Gas_Pipeline,,operating
Hospozin–Rozvadov Gas Pipeline,,gas_pipeline,,Allianz [50.00%]; OMV Group [37.50%]; Mubadala Investment Company [12.50%],Czech Republic,operating,,,,,line,nan,nan,"49.6634,12.5499:49.7379,12.686:49.7665,12.7495:49.7741,12.8064:49.7448,12.916:49.7525,13.0215:49.9568,13.4133:50.0265,13.5624:50.1038,13.675:50.2669,14.0374:50.2707,14.0823:50.312,14.17",https://gem.wiki/Hospozin–Rozvadov_Gas_Pipeline,,operating
Hostim–Malesovice Gas Pipeline,,gas_pipeline,,Allianz [50.00%]; OMV Group [37.50%]; Mubadala Investment Company [12.50%],Czech Republic,operating,,,,,line,nan,nan,"49.0055,15.8794:49.0215,16.489",https://gem.wiki/Hostim–Malesovice_Gas_Pipeline,,operating
Huelva-Córdoba Gas Pipeline,,gas_pipeline,,Enagás [100.00%],Spain,operating,1988,,,,line,nan,nan,"37.247367,-6.949304:37.355431,-6.013082;37.355431,-6.013082:37.870809,-4.789464",https://www.gem.wiki/Huelva-C%C3%B3rdoba_Gas_Pipeline,,operating
Hungary-Austria Interconnector Gas Pipeline,Austrian segment,gas_pipeline,,Verbund [51.00%]; Allianz [29.00%]; Snam [20.00%],Austria,operating,1996,118,,GWh/d,line,nan,nan,"48.30509935772989,16.875434753813963:48.140411008875354,16.92761981196556:47.99725238182634,17.11164080650013",https://www.gem.wiki/Hungary-Austria_Interconnector_Gas_Pipeline,,operating
Hungary-Austria Interconnector Gas Pipeline,Hungarian Segment,gas_pipeline,,MOL Group [100.00%],"Austria, Hungary",operating,1996,118,,GWh/d,line,nan,nan,"47.99725238182634,17.11164080650013:47.800319421928585,17.30258584300213:47.64007248334957,17.619093528554814:47.633476447456324,17.68108987933317:47.688417971966885,17.805082580889895:47.71718184226142,18.272233338785068:47.73196274327818,18.469987224141455:47.58767002423322,18.634782128605114:47.652466082200974,18.802323614809833:47.51722908215314,19.10994076980866",https://www.gem.wiki/Hungary-Austria_Interconnector_Gas_Pipeline,,operating
Hungary-Slovenia-Italy Interconnector Gas Pipeline,,gas_pipeline,,MOL Group [unknown %]; Plinacro [unknown %],"Hungary, Slovenia, Italy",proposed,2025,1.24,,bcm/y,line,nan,nan,"46.189904,14.493566:46.3834657,15.6259201:46.4035295,15.7658634;46.5258396,16.5220502:46.5254172,16.5230602:46.5209512,16.6032446:46.5025418,16.748319:46.4943532,16.8205713:46.4610061,16.9905882:46.4641562,17.1291923:46.4625811,17.2299952:46.457856,17.5906808:46.4436806,17.7214096:46.4027294,17.7749612:46.3484116,17.814811:46.3172414,17.8303961:46.2704861,17.8447823:46.1793732,17.9239067:46.1410098,17.9814517:46.1091522,18.0230166:46.071902,18.0842134:46.0562702,18.1660308:46.0403058,18.2880918;46.4035599,15.7661384:46.4049674,15.7946717:46.4393421,15.8190609:46.4606754,15.8799275:46.5167482,15.9951725:46.5167482,16.0667428:46.5377818,16.1327503:46.5406719,16.2155997:46.5717172,16.3694493:46.563953,16.4540645:46.525894,16.5219037;45.9398581,13.6209373:45.921837,13.6556262:45.8870945,13.9052028:45.8947652,14.189414:46.1899043,14.4935662",https://www.gem.wiki/Hungary-Slovenia-Italy_Interconnector_Gas_Pipeline,,proposed_plus
Hungary-Slovenia-Italy Interconnector Gas Pipeline,Pince-Lendava-Kidričevo Gas Pipeline,gas_pipeline,,SDH [52.30%]; Other [47.70%],Slovenia,proposed,2023,,,,line,nan,nan,"46.3968,15.7919:46.4101,15.816:46.4454,15.8706:46.4654,15.9324:46.4963,15.996:46.5218,16.0487:46.5254,16.1178:46.5473,16.1833:46.5473,16.2578:46.5436,16.3323:46.5628,16.372:46.5254,16.5233",https://www.gem.wiki/Hungary-Slovenia-Italy_Interconnector_Gas_Pipeline,,proposed_plus
Hungary-Slovenia-Italy Interconnector Gas Pipeline,Šempeter-Vodice Gas Pipeline,gas_pipeline,,SDH [52.30%]; Other [47.70%],Slovenia,proposed,2026,,,,line,nan,nan,"45.928762,13.633655:45.887113,13.90521;45.887113,13.90521:45.89476,14.189347;45.89476,14.189347:46.189905,14.493541",https://www.gem.wiki/Hungary-Slovenia-Italy_Interconnector_Gas_Pipeline,,proposed_plus
Hust–Satu Mare Gas Pipeline,,gas_pipeline,,JSC Mahistralni Gazoprovody Ukrainy (MGU) [100.00%],"Romania, Ukraine",operating,1999,2,,bcm/y,line,nan,nan,"47.796041,22.871261:48.176096,23.29724",https://www.gem.wiki/Hust%E2%80%93Satu_Mare_Gas_Pipeline,,operating
Ihtiman–Dubnitza Gas Pipeline,,gas_pipeline,,Bulgarian Energy Holding [100.00%],Bulgaria,operating,,,,,line,nan,nan,"42.2658,23.11:42.3547,23.3798:42.3414,23.5647:42.4213,23.6846:42.4382,23.8162",https://gem.wiki/Ihtiman–Dubnitza_Gas_Pipeline,,operating
Illats–Montauban-Toulouse Gas Pipeline,,gas_pipeline,,Snam [40.50%]; GIC [31.50%]; Electricite de France [18.00%]; Crédit Agricole Assurances [10.00%],France,operating,,,,,line,nan,nan,"44.58851748973027,-0.3478714333532471:44.57936998263455,-0.0410685596831454:44.416767688293895,0.2885212548335434:44.2674811596809,0.3324666160557293:44.19072602273188,0.6620564305724181:44.04283868059841,1.1289753344710607:43.95786662782727,1.2279249890847068:43.624797306633255,1.4420856582619148;43.95786662782727,1.2279249890847068:44.02184071207795,1.3532202888686127",https://www.gem.wiki/Illats%E2%80%93Montauban-Toulouse_Gas_Pipeline,,operating
Imatra–Mantsala Gas Pipeline,,gas_pipeline,,GasGrid Finland Oy [100.00%],Finland,operating,,,,,line,nan,nan,"60.8679,26.7042:60.8748,26.9671:60.8929,27.0654:60.9162,27.4998:60.9059,27.5903:60.9421,27.7661:60.9498,27.8075:61.0067,27.9884:61.0126,28.1366:61.0379,28.2405:61.0848,28.3534:61.1254,28.5448:61.1672,28.6842:61.1698,28.7425:61.1696,28.7645;60.6639,25.2836:60.6802,25.4078:60.7568,25.4754:60.761,25.5451:60.7711,25.5939:60.7814,25.6464:60.7838,25.722:60.7988,25.7419:60.7984,25.8053:60.7776,26.0472:60.7702,26.1763:60.7732,26.2217:60.7893,26.2847:60.7973,26.4252:60.8346,26.6103:60.8507,26.6476:60.8679,26.7042",https://gem.wiki/Imatra–Mantsala_Gas_Pipeline,,operating
Inkoo–Mantsala Gas Pipeline,,gas_pipeline,,Energinet [unknown %]; GasGrid Finland Oy [unknown %],Finland,operating,,,,,line,nan,nan,"60.044,24.005:60.285,24.064;60.285,24.064:60.4071,24.4467:60.4749,24.5613:60.4926,24.662:60.5299,24.7678:60.5383,24.8871:60.6639,25.2836",https://gem.wiki/Inkoo–Mantsala_Gas_Pipeline,,operating
Interconnector Croatia-Serbia,Slobodnica-Sotin-Bačko Novo Selo,gas_pipeline,,Plinacro [unknown %]; Srbijagas [unknown %],"Croatia, Serbia",proposed,2027,7,,bcm/y,line,nan,nan,"45.1202,17.8431:45.1972,18.0263:45.1756,18.0726:45.1752,18.0953:45.1739,18.1426:45.1743,18.2841:45.1873,18.3247:45.2067,18.3736:45.226,18.4235:45.238,18.4687:45.2501,18.5094:45.2519,18.5491:45.2491,18.6008:45.2503,18.6502:45.2466,18.7928:45.2442,18.8436:45.2442,18.8932:45.2442,18.9778:45.2696,19.0177:45.3071,19.0866:45.3322,19.1282:45.405629764489625,19.9894833867689",https://www.gem.wiki/Interconnector_Croatia-Serbia,,proposed_plus
Interconnector Croatia-Serbia,Vukovar–Negoslavci,gas_pipeline,,Plinacro [100.00%],Croatia,shelved,2028,75,,GWh/d,line,nan,nan,"45.34534331260816,19.0009507890708:45.277860290365226,18.99743173078764",https://www.gem.wiki/Vukovar%E2%80%93Negoslavci_Gas_Pipeline,,shelved
Interconnector Croatia-Serbia,Osijek-Vukovar,gas_pipeline,,Plinacro [100.00%],Croatia,proposed,2027,43,,GWh/d,line,nan,nan,"45.54176,18.7378406:45.533489,18.7545029:45.524019,18.7530645:45.490215,18.7785975:45.479546,18.7865091:45.455931,18.8283448:45.44159,18.8422219:45.426754,18.8654993:45.410383,18.8818701:45.395035,18.8972178:45.37892,18.9036127:45.373548,18.9084728:45.368433,18.9151234:45.363317,18.9161466:45.357178,18.9171698:45.347969,18.9274016:45.352062,18.9378892:45.353596,18.9534926",https://www.gem.wiki/Interconnector_Croatia-Serbia,,proposed_plus
Ionian Adriatic Gas Pipeline,,gas_pipeline,,Albgaz Sha [unknown %]; BH-Gas d.o.o. [unknown %]; Montenegro Bonus [unknown %]; Plinacro [unknown %],"Albania, Montenegro, Croatia",proposed,2025,5,,bcm/y,line,nan,nan,"40.72641923184577,19.55983754757423:40.79275,19.542955:40.882608,19.588832:40.91294,19.630539:41.057016,19.626747:41.100618,19.641913:41.17076,19.609685:41.256069,19.685515:41.278817,19.708264:41.295879,19.71016:41.312941,19.715847:41.322419,19.729117:41.341377,19.729117:41.367917,19.731013:41.379292,19.744283:41.396353,19.744283:41.419102,19.727221:41.561283,19.666558:41.631425,19.657079:41.712942,19.657079:41.733795,19.685515:41.788771,19.662766:41.822895,19.664662:41.862423,19.648222:41.860672,19.61669:41.890452,19.569393:41.916728,19.51684:41.944756,19.450273:41.978045,19.410933:42.006073,19.365388:42.023591,19.291814:42.037605,19.244516:42.055123,19.14817:42.074392,19.135907:42.074392,19.11839:42.090158,19.050071:42.111179,18.990511:42.172491,18.892413:42.249568,18.773293:42.295114,18.773293:42.320069,18.772871:42.336848,18.772871:42.387184,18.733212:42.384133,18.696604:42.39176,18.656945:42.408539,18.624913:42.426843,18.580678:42.425318,18.50441:42.440571,18.490682:42.440571,18.449498:42.47718,18.434244:42.478705,18.397636:42.481756,18.382382:42.513788,18.35035:42.530567,18.30764:42.571751,18.205442:42.564124,18.159682:42.609885,18.101719:42.670899,18.063585:42.675475,18.020875:42.692254,18.016299:42.710558,17.982741:42.721235,17.938506:42.763945,17.877492:42.800553,17.850036:42.802079,17.71428:42.809705,17.665469:42.832586,17.607506:42.870719,17.497681:42.943435,17.374305:42.988532,17.360671:43.045165,17.36172:43.092359,17.425694:43.130114,17.376403:43.165772,17.293551:43.169967,17.24321:43.194088,17.166651:43.280086,17.106872:43.304208,17.067019:43.317842,17.033459:43.380767,16.929632:43.384962,16.887682:43.399645,16.825805:43.416425,16.810074:43.42901,16.790147:43.433205,16.741904:43.446839,16.709393:43.459424,16.676881:43.469911,16.664296:43.48774,16.643321:43.52969,16.592981:43.548365,16.543225:43.598947,16.394771",https://www.gem.wiki/Ionian_Adriatic_Gas_Pipeline,,proposed_plus
Irun-Biriatou Gas Pipeline,,gas_pipeline,,Crédit Agricole Assurances [unknown %]; Electricite de France [unknown %]; Enagás [unknown %]; GIC [unknown %]; Snam [unknown %],"Spain, France",operating,,312,,GWh/d,line,nan,nan,"43.33828540955961,-1.7890571739042054:43.34146353374075,-1.7608963371551507:43.3342242310181,-1.7429316654359261",https://www.gem.wiki/Irun-Biriatou_Gas_Pipeline,,operating
Israel Cyprus Gas Pipeline,,gas_pipeline,,Energean E&P Holdings Limited [100.00%],"Israel, Cyprus",proposed,2022,4,,bcm/y,line,nan,nan,"33.226556,34.29286:33.270569,34.1631357:33.504536,33.674353:34.398708,33.1902034:34.746183,33.2180014",https://www.gem.wiki/Israel_Cyprus_Gas_Pipeline,,proposed_plus
Istrana-Caldonazzo Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,1989,,,,line,nan,nan,"46.013426,11.133387:45.99076,11.221363:45.979645,11.262631:46.000983,11.334931:46.025866,11.37652:46.043189,11.434103:46.040969,11.535835:46.001427,11.636287:45.96675,11.679795:45.962302,11.725862:45.978311,11.777048:46.002316,11.829513:46.004983,11.906292:45.995205,11.942122:45.96586,11.94852:45.944509,11.94724:45.92493,11.953638:45.891986,11.958757:45.86526,11.992028:45.845653,11.995867:45.804633,11.988189:45.777866,11.98307:45.743941,11.994587:45.692122,12.036815",https://www.gem.wiki/Istrana-Caldonazzo_Gas_Pipeline,,operating
Istrana–Mira Gas Pipeline,,gas_pipeline,,Snam [100.00%],Italy,operating,1978,,,,line,nan,nan,"45.678377,12.076004:45.652606,12.083158:45.631325,12.084818:45.586802,12.088139:45.570533,12.09312:45.539919,12.119131:45.514329,12.13352:45.486789,12.13352:45.467385,12.115257:45.460787,12.090906:45.451082,12.078177",https://gem.wiki/Istrana–Mira_Gas_Pipeline,,operating
Ivatsevichy-Kobryn-Dolyna Gas Pipeline,,gas_pipeline,,Gazprom [unknown %]; JSC Mahistralni Gazoprovody Ukrainy (MGU) [unknown %],"Belarus, Ukraine",mothballed,1976,,,,line,nan,nan,"52.708,25.335:52.2139,24.358:52.0674,24.32:51.8573,24.086:51.6331,24.514:51.2339,24.666:51.0605,24.412:50.8563,24.276:50.6984,24.273:50.587,24.245:50.4694,24.27:49.9339,24.016:49.4356,23.877:49.1553,23.905:48.976337,23.989637",https://www.gem.wiki/Ivatsevichy-Kobryn-Dolyna_Gas_Pipeline,,mothballed_plus
Izmit-Eregli Pipeline,,gas_pipeline,,BOTAŞ [100.00%],Türkiye,operating,1996,,,,line,nan,nan,"41.241492,31.491169:40.974969,31.509309:40.961272,31.382329:40.930444,31.259885:40.892638,31.194127:40.813743,30.763304:40.830902,30.491206",https://www.gem.wiki/Izmit-Eregli_Pipeline,,operating
Iğdır-Nakhchivan Gas Pipeline,,gas_pipeline,,BOTAŞ [unknown %]; SOCAR [unknown %],"Türkiye, Azerbaijan",proposed,2022,0.5,,bcm/y,line,nan,nan,"39.189797,45.422161:39.600136,44.916058:39.627512,44.881215:39.629612,44.875071:39.629456,44.866361:39.627901,44.859206:39.628756,44.85135:39.631945,44.845051:39.635833,44.840384:39.792236,44.630941:39.800013,44.618808:39.801879,44.603876:39.802191,44.584899:39.905628,44.042004",https://www.gem.wiki/I%C4%9Fd%C4%B1r-Nakhchivan_Gas_Pipeline,,proposed_plus
JAGAL Gas Pipeline,,gas_pipeline,,BASF [unknown %]; Gazprom [unknown %],Germany,operating,1999,24,,bcm/y,line,nan,nan,"50.903614,12.146781:51.236796,12.184903:51.306178,12.101728:51.470541,12.035882:51.780348,12.153712:51.863891,12.656226:51.975039,13.182998:52.073134,13.352813:52.126356,13.44985:52.205008,13.477575:52.31743,13.557284:52.399974,13.716702:52.463364,13.768686:52.527717,13.860525",https://www.gem.wiki/JAGAL_Gas_Pipeline,,operating
Jaroslaw-Rozwadów Pipeline,,gas_pipeline,,Gaz-System [100.00%],Poland,proposed,2029,,,,line,nan,nan,"50.589802,22.050288:50.015748,22.678126",https://www.gem.wiki/Jaroslaw-Rozwad%C3%B3w_Gas_Pipeline,,proposed_plus
Jirkov–Hospozin Gas Pipeline,,gas_pipeline,,Allianz [50.00%]; OMV Group [37.50%]; Mubadala Investment Company [12.50%],Czech Republic,operating,,,,,line,nan,nan,"50.5859,13.441:50.312,14.17",https://gem.wiki/Jirkov–Hospozin_Gas_Pipeline,,operating
Johan Sverdrup Gas Pipeline,,gas_pipeline,,Equinor [100.00%],Norway,operating,2019,,,,line,nan,nan,"58.838336,2.55823:58.846679,2.557166:58.850062,2.557889:58.854172,2.561237:58.857559,2.5671:58.859507,2.573507:58.867351,2.613626:58.885819,2.672438:58.902463,2.778711:59.024373,3.477101:59.042201,3.585657:59.058247,3.677422:59.063557,3.714383:59.069664,3.7461:59.073185,3.771415:59.082481,3.82007:59.086676,3.849266:59.09144,3.871401:59.097109,3.905639:59.100335,3.931872:59.107048,3.965108:59.117268,4.031628:59.121645,4.053997:59.213421,4.62092:59.236496,4.769013:59.238149,4.802942:59.236432,4.852559:59.237181,4.864407:59.238915,4.876001:59.24381,4.893519:59.283694,4.998816:59.294056,5.022198:59.298108,5.029119:59.302696,5.034581:59.326808,5.054176",https://www.gem.wiki/Johan_Sverdrup_Gas_Pipeline,,operating
Kalce-Kastav Gas Pipeline,,gas_pipeline,,SDH [52.30%]; Other [47.70%],"Slovenia, Croatia",proposed,2024,,,,line,nan,nan,"45.894765,14.189414:45.874754,14.201992:45.847028,14.214732:45.812629,14.20677:45.778208,14.193233:45.742099,14.185271:45.723202,14.190048:45.699293,14.204381:45.675931,14.218714:45.652002,14.229861:45.636415,14.244194:45.625279,14.254546:45.595757,14.252157:45.582384,14.243398:45.558415,14.237028:45.536109,14.244991:45.522164,14.255342:45.478073,14.262508:45.445681,14.273656:45.424449,14.295952:45.3616,14.3373",https://www.gem.wiki/Kalce-Kastav_Gas_Pipeline,,proposed_plus
