project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,pci5,status
Tekirdag CHP power station,CC,gas_power_plant,Can Enerji,Can Enerji,Türkiye,operating,2010,48,,MW,point,41.001,27.505,,https://www.gem.wiki/Tekirdag_CHP_power_station,,operating
Tekirdağ power station,A,gas_power_plant,Electricity Generation Company (Türkiye) AŞ,Electricity Generation Company (Türkiye) AŞ,Türkiye,operating,1999,478,,MW,point,41.007,27.974,,https://www.gem.wiki/Tekirdağ_power_station,,operating
Tekirdağ power station,B,gas_power_plant,Electricity Generation Company (Türkiye) AŞ,Electricity Generation Company (Türkiye) AŞ,Türkiye,operating,2000,478,,MW,point,41.007,27.974,,https://www.gem.wiki/Tekirdağ_power_station,,operating
Teknecik power station,IC1-8,gas_power_plant,Teknecik Elektrik Santrali,Teknecik Elektrik Santrali,Cyprus,operating,2006-2015,140,,MW,point,35.335,33.458,,https://www.gem.wiki/Teknecik_power_station,,operating
Teknecik power station,ST1,gas_power_plant,Teknecik Elektrik Santrali,Teknecik Elektrik Santrali,Cyprus,operating,1995,60,,MW,point,35.335,33.458,,https://www.gem.wiki/Teknecik_power_station,,operating
Teknecik power station,ST2,gas_power_plant,Teknecik Elektrik Santrali,Teknecik Elektrik Santrali,Cyprus,operating,1996,60,,MW,point,35.335,33.458,,https://www.gem.wiki/Teknecik_power_station,,operating
Tenaris Dalmine power station,1,gas_power_plant,Dalmine SpA,Tenaris SA,Italy,operating,2007,122,,MW,point,45.639,9.6048,,https://www.gem.wiki/Tenaris_Dalmine_power_station,,operating
Ter Apelkanaal Siem power station,1,gas_power_plant,Royal Avebe UA,Royal Avebe UA,Netherlands,operating,1995,28.4,,MW,point,52.921,7.044,,https://www.gem.wiki/Ter_Apelkanaal_Siem_power_station,,operating
Terceira power station,ICCC,gas_power_plant,Energetus,Energetus,Portugal,operating,,62,,MW,point,38.715,-27.07,,https://www.gem.wiki/Terceira_power_station,,operating
Termica Colleferro power station,1,gas_power_plant,SECI Energia SpA [60.00%]; Avio SpA [40.00%],SECI Energia SpA [60.00%]; Avio SpA [40.00%],Italy,operating,2012,44,,MW,point,41.735,12.971,,https://www.gem.wiki/Termica_Colleferro_power_station,,operating
Termini Imerese power station,1,gas_power_plant,Enel SpA,Enel SpA,Italy,pre-construction,,150,,MW,point,37.968,13.751,,https://www.gem.wiki/Termini_Imerese_power_station,,pre-construction
Termini Imerese power station,2,gas_power_plant,Enel SpA,Enel SpA,Italy,pre-construction,,150,,MW,point,37.968,13.751,,https://www.gem.wiki/Termini_Imerese_power_station,,pre-construction
Termini Imerese power station,Ti41,gas_power_plant,Enel SpA,Enel SpA,Italy,mothballed,,250,,MW,point,37.968,13.751,,https://www.gem.wiki/Termini_Imerese_power_station,,mothballed_plus
Termini Imerese power station,Ti53,gas_power_plant,Enel SpA,Enel SpA,Italy,mothballed,,118,,MW,point,37.968,13.751,,https://www.gem.wiki/Termini_Imerese_power_station,,mothballed_plus
Termini Imerese power station,Ti54,gas_power_plant,Enel SpA,Enel SpA,Italy,mothballed,,118,,MW,point,37.968,13.751,,https://www.gem.wiki/Termini_Imerese_power_station,,mothballed_plus
Termini Imerese power station,Ti6,gas_power_plant,Enel SpA,Enel SpA,Italy,operating,2004,735,,MW,point,37.968,13.751,,https://www.gem.wiki/Termini_Imerese_power_station,,operating
Termoli power station,1,gas_power_plant,Metaenergia SpA,Metaenergia SpA,Italy,operating,2006,769,,MW,point,41.937,15,,https://www.gem.wiki/Termoli_power_station,,operating
Termoli power station,IC,gas_power_plant,Metaenergia SpA,Metaenergia SpA,Italy,construction,2023,75,,MW,point,41.937,15,,https://www.gem.wiki/Termoli_power_station,,construction_plus
Terni power station,1,gas_power_plant,Edison SpA,Edison SpA,Italy,operating,2000,95,,MW,point,42.554,12.618,,https://www.gem.wiki/Terni_power_station,,operating
Tervasaari power station,CHP,gas_power_plant,UPM-Kymmene Oyj,UPM-Kymmene Oyj,Finland,operating,,25,,MW,point,61.265,24.023,,https://www.gem.wiki/Tervasaari_power_station,,operating
Teverola power station,1,gas_power_plant,Repower AG,Repower AG,Italy,operating,1997,404,,MW,point,41.009,14.229,,https://www.gem.wiki/Teverola_power_station,,operating
Theiss power station,B1,gas_power_plant,EVN AG,EVN AG,Austria,operating,2003,260,,MW,point,48.395,15.71,,https://www.gem.wiki/Theiss_power_station,,operating
Theiss power station,B2,gas_power_plant,EVN AG,EVN AG,Austria,operating,2003,225,,MW,point,48.395,15.71,,https://www.gem.wiki/Theiss_power_station,,operating
Theiss power station,E,gas_power_plant,EVN AG,EVN AG,Austria,mothballed,2020,240,,MW,point,48.395,15.71,,https://www.gem.wiki/Theiss_power_station,,mothballed_plus
Thessaloniki power station,1,gas_power_plant,Elpedison BV,Edison SpA [50.00%]; Hellenic Petroleum SA [50.00%],Greece,operating,2005,400,,MW,point,40.688,22.884,,https://www.gem.wiki/Thessaloniki_power_station,,operating
Thessaloniki power station,2,gas_power_plant,Elpedison BV,Edison SpA [50.00%]; Hellenic Petroleum SA [50.00%],Greece,pre-construction,2023-2025,826,,MW,point,40.688,22.884,,https://www.gem.wiki/Thessaloniki_power_station,,pre-construction
Thisvi Elpedison power station,1,gas_power_plant,Elpedison BV,Edison SpA [50.00%]; Hellenic Petroleum SA [50.00%],Greece,operating,2010,420,,MW,point,38.237,22.949,,https://www.gem.wiki/Thisvi_Elpedison_power_station,,operating
Thiva Heron power station,1-1,gas_power_plant,Heron SA,GEK Terna,Greece,operating,2004,49,,MW,point,38.279,23.328,,https://www.gem.wiki/Thiva_Heron_power_station,,operating
Thiva Heron power station,1-2,gas_power_plant,Heron SA,GEK Terna,Greece,operating,2004,49,,MW,point,38.279,23.328,,https://www.gem.wiki/Thiva_Heron_power_station,,operating
Thiva Heron power station,1-3,gas_power_plant,Heron SA,GEK Terna,Greece,operating,2004,49,,MW,point,38.279,23.328,,https://www.gem.wiki/Thiva_Heron_power_station,,operating
Thiva Heron power station,2-1,gas_power_plant,Heron SA,GEK Terna,Greece,operating,2010,435,,MW,point,38.279,23.328,,https://www.gem.wiki/Thiva_Heron_power_station,,operating
Thornhill power station,1,gas_power_plant,Rockland Capital,Rockland Capital,United Kingdom,operating,1998,50,,MW,point,53.677,-1.655,,https://www.gem.wiki/Thornhill_power_station,,operating
Thorpe Marsh power station,1,gas_power_plant,Thorpe Marsh Power Ltd,Carlton Power Ltd,United Kingdom,cancelled,,788,,MW,point,53.523,-1.1285,,https://www.gem.wiki/Thorpe_Marsh_Power_Station,,cancelled
Thorpe Marsh power station,2,gas_power_plant,Thorpe Marsh Power Ltd,Carlton Power Ltd,United Kingdom,cancelled,,788,,MW,point,53.523,-1.1285,,https://www.gem.wiki/Thorpe_Marsh_Power_Station,,cancelled
Thurrock Flexible power station,1,gas_power_plant,Statera,Statera,United Kingdom,pre-construction,2024,600,,MW,point,51.464,0.3639,,https://www.gem.wiki/Thurrock_Flexible_power_station,,pre-construction
Thurrock power station,IC,gas_power_plant,Landmark Power Holdings,Landmark Power Holdings,United Kingdom,pre-construction,2024,49.9,,MW,point,51.469,0.3427,,https://www.gem.wiki/Thurrock_power_station,,pre-construction
Thyrow power station,GT A,gas_power_plant,Lausitz Energie Kraftwerke AG,EP Corporate Group AS; J&T Energy Holding AS; PPF Investments Ltd; other,Germany,operating,1987,38,,MW,point,52.23,13.302,,https://www.gem.wiki/Thyrow_power_station,,operating
Thyrow power station,GT B,gas_power_plant,Lausitz Energie Kraftwerke AG,EP Corporate Group AS; J&T Energy Holding AS; PPF Investments Ltd; other,Germany,operating,1987,38,,MW,point,52.23,13.302,,https://www.gem.wiki/Thyrow_power_station,,operating
Thyrow power station,GT C,gas_power_plant,Lausitz Energie Kraftwerke AG,EP Corporate Group AS; J&T Energy Holding AS; PPF Investments Ltd; other,Germany,operating,1987,38,,MW,point,52.23,13.302,,https://www.gem.wiki/Thyrow_power_station,,operating
Thyrow power station,GT D,gas_power_plant,Lausitz Energie Kraftwerke AG,EP Corporate Group AS; J&T Energy Holding AS; PPF Investments Ltd; other,Germany,operating,1987,38,,MW,point,52.23,13.302,,https://www.gem.wiki/Thyrow_power_station,,operating
Thyrow power station,GT E,gas_power_plant,Lausitz Energie Kraftwerke AG,EP Corporate Group AS; J&T Energy Holding AS; PPF Investments Ltd; other,Germany,operating,1989,39,,MW,point,52.23,13.302,,https://www.gem.wiki/Thyrow_power_station,,operating
Tiefstack power station,CC,gas_power_plant,Wärme Hamburg,Vattenfall AB,Germany,operating,2009,127,,MW,point,53.527,10.066,,https://www.gem.wiki/Tiefstack_power_station,,operating
Tiger I power station,1,gas_power_plant,Excelerate Energy LP,Excelerate Energy LP,Albania,mothballed,2023,52.2,,MW,point,40.473,19.445,,https://www.gem.wiki/Tiger_I_power_station,,mothballed_plus
Tiger III power station,1,gas_power_plant,Excelerate Energy LP,Excelerate Energy LP,Albania,mothballed,2023,58,,MW,point,40.473,19.445,,https://www.gem.wiki/Tiger_III_power_station,,mothballed_plus
Timelkam power station,1,gas_power_plant,Energie AG Oberösterreich,Energie AG,Austria,operating,2008,400,,MW,point,48.012,13.589,,https://www.gem.wiki/Timelkam_power_station,,operating
Tire power station,CC,gas_power_plant,Enda Enerji Holding,Enda Enerji Holding,Türkiye,mothballed,2004,58,,MW,point,38.125,27.709,,https://www.gem.wiki/Tire_power_station,,mothballed_plus
Tisza power station,1,gas_power_plant,Tisza Erőmű Kft,MVM Zrt,Hungary,shelved,,,,MW,point,47.917,21.077,,https://www.gem.wiki/Tisza_power_station,,shelved
Tolkkinen power station,GT1,gas_power_plant,Fingrid Oyj,Government of Finland; other,Finland,operating,,20,,MW,point,60.325,25.579,,https://www.gem.wiki/Tolkkinen_power_station,,operating
Tolkkinen power station,GT2,gas_power_plant,Fingrid Oyj,Government of Finland; other,Finland,operating,,20,,MW,point,60.325,25.579,,https://www.gem.wiki/Tolkkinen_power_station,,operating
Tolmezzo power station,1,gas_power_plant,Mosaico Speciality Papers,BG Holdings SRL [91.70%]; other [8.30%],Italy,operating,2022,20,,MW,point,46.407,12.939,,https://www.gem.wiki/Tolmezzo_power_station,,operating
Toplofikacia Pleven power station,1,gas_power_plant,Toplofikacia Pleven EAD,Metroni,Bulgaria,operating,2007,43,,MW,point,43.421,24.625,,https://www.gem.wiki/Toplofikacia_Pleven_power_station,,operating
Torino Nord power station,1,gas_power_plant,Iren Energia SpA,Iren SpA,Italy,operating,2011,395,,MW,point,45.104,7.6131,,https://www.gem.wiki/Torino_Nord_power_station,,operating
Torrelavega power station,1,gas_power_plant,Sniace SA,Sniace SA,Spain,retired,2001,41.5,,MW,point,43.359,-4.0549,,https://www.gem.wiki/Torrelavega_power_station,,retired
Torrelavega power station,2,gas_power_plant,Sniace SA,Sniace SA,Spain,retired,2001,41.5,,MW,point,43.359,-4.0549,,https://www.gem.wiki/Torrelavega_power_station,,retired
Torrevaldaliga Nord power station,CC,gas_power_plant,Enel SpA,Enel SpA,Italy,cancelled,,800,,MW,point,42.127,11.758,,https://www.gem.wiki/Torrevaldaliga_Nord_power_station,,cancelled
Torrevaldaliga Sud power station,TV4,gas_power_plant,Tirreno Power SpA,ENGIE SA [50.00%]; Energia Italiana SpA [50.00%],Italy,mothballed,,320,,MW,point,42.124,11.762,,https://www.gem.wiki/Torrevaldaliga_Sud_power_station,,mothballed_plus
Torrevaldaliga Sud power station,TV5,gas_power_plant,Tirreno Power SpA,ENGIE SA [50.00%]; Energia Italiana SpA [50.00%],Italy,operating,2004,760,,MW,point,42.124,11.762,,https://www.gem.wiki/Torrevaldaliga_Sud_power_station,,operating
Torrevaldaliga Sud power station,TV6,gas_power_plant,Tirreno Power SpA,ENGIE SA [50.00%]; Energia Italiana SpA [50.00%],Italy,operating,2005,380,,MW,point,42.124,11.762,,https://www.gem.wiki/Torrevaldaliga_Sud_power_station,,operating
Torrevaldaliga Sud power station,TV7,gas_power_plant,Tirreno Power SpA,ENGIE SA [50.00%]; Energia Italiana SpA [50.00%],Italy,cancelled,,900,,MW,point,42.124,11.762,,https://www.gem.wiki/Torrevaldaliga_Sud_power_station,,cancelled
Tortosa Energia power station,1,gas_power_plant,Tortosa Energia SA,Cogeneration ENERGIA ESPAÑA SL,Spain,operating,2011,40,,MW,point,40.77,0.53888,,https://www.gem.wiki/Tortosa_Energia_power_station,,operating
Toruń power station,GT1,gas_power_plant,Polska Grupa Energetyczna SA,Polska Grupa Energetyczna SA,Poland,operating,2017,55,,MW,point,53.047,18.693,,https://www.gem.wiki/Toruń_power_station,,operating
Toruń power station,GT2,gas_power_plant,Polska Grupa Energetyczna SA,Polska Grupa Energetyczna SA,Poland,operating,2017,55,,MW,point,53.047,18.693,,https://www.gem.wiki/Toruń_power_station,,operating
Torviscosa power station,1,gas_power_plant,Edison SpA,Edison SpA,Italy,operating,2006,867,,MW,point,45.817,13.289,,https://www.gem.wiki/Torviscosa_power_station,,operating
Trafford power station,1,gas_power_plant,Carlton Power Ltd,Carlton Power Ltd,United Kingdom,pre-construction,2024,100,,MW,point,53.433,-2.3851,,https://www.gem.wiki/Trafford_power_station,,pre-construction
Trafford power station,2,gas_power_plant,Carlton Power Ltd,Carlton Power Ltd,United Kingdom,pre-construction,2024,100,,MW,point,53.433,-2.3851,,https://www.gem.wiki/Trafford_power_station,,pre-construction
Trafford power station,CC,gas_power_plant,Carlton Power Ltd,Carlton Power Ltd,United Kingdom,cancelled,,844,,MW,point,53.433,-2.3851,,https://www.gem.wiki/Trafford_power_station,,cancelled
Trakya power station,1,gas_power_plant,Trakya Elektrik Üretim ve Ticaret AŞ,Inter RAO PJSC,Türkiye,operating,1999,1200,,MW,point,40.998,27.98,,https://www.gem.wiki/Trakya_power_station,,operating
Trapani power station,1,gas_power_plant,EP Produzione SpA,EP Corporate Group AS [56.00%]; J&T Energy Holding AS [44.00%],Italy,operating,1987,107.8,,MW,point,37.877,12.589,,https://www.gem.wiki/Trapani_power_station,,operating
Trapani power station,2,gas_power_plant,EP Produzione SpA,EP Corporate Group AS [56.00%]; J&T Energy Holding AS [44.00%],Italy,operating,1988,107.8,,MW,point,37.877,12.589,,https://www.gem.wiki/Trapani_power_station,,operating
Trapani power station,2-1,gas_power_plant,EP Produzione SpA,EP Corporate Group AS [56.00%]; J&T Energy Holding AS [44.00%],Italy,pre-construction,2024,55,,MW,point,37.877,12.589,,https://www.gem.wiki/Trapani_power_station,,pre-construction
Trapani power station,2-2,gas_power_plant,EP Produzione SpA,EP Corporate Group AS [56.00%]; J&T Energy Holding AS [44.00%],Italy,pre-construction,2024,55,,MW,point,37.877,12.589,,https://www.gem.wiki/Trapani_power_station,,pre-construction
Trapani power station,2-3,gas_power_plant,EP Produzione SpA,EP Corporate Group AS [56.00%]; J&T Energy Holding AS [44.00%],Italy,pre-construction,2024,55,,MW,point,37.877,12.589,,https://www.gem.wiki/Trapani_power_station,,pre-construction
Trapani power station,2-4,gas_power_plant,EP Produzione SpA,EP Corporate Group AS [56.00%]; J&T Energy Holding AS [44.00%],Italy,pre-construction,2024,55,,MW,point,37.877,12.589,,https://www.gem.wiki/Trapani_power_station,,pre-construction
Trianel Hamm power station,Block 10,gas_power_plant,Trianel Gaskraftwerk Hamm GmbH & Co KG,27 municipal utilities and regional energy suppliers; Energie- und Wasserversorgung Mittleres Ruhrgebiet GmbH; RhönEnergie Fulda GmbH; Stadt Bochum; Stadtwerke Aachen AG; Stadtwerke Bonn GmbH; Stadtwerke Herne AG; Stadtwerke Lübeck Holding GmbH,Germany,operating,2008,417,,MW,point,51.674,7.9291,,https://www.gem.wiki/Trianel_Hamm_power_station,,operating
Trianel Hamm power station,Block 20,gas_power_plant,Trianel Gaskraftwerk Hamm GmbH & Co KG,27 municipal utilities and regional energy suppliers; Energie- und Wasserversorgung Mittleres Ruhrgebiet GmbH; RhönEnergie Fulda GmbH; Stadt Bochum; Stadtwerke Aachen AG; Stadtwerke Bonn GmbH; Stadtwerke Herne AG; Stadtwerke Lübeck Holding GmbH,Germany,operating,2008,421,,MW,point,51.674,7.9291,,https://www.gem.wiki/Trianel_Hamm_power_station,,operating
Trypilska power station,5,gas_power_plant,Centerenergo PJSC,State Property Fund of Ukraine [78.00%]; other [22.00%],Ukraine,operating,1971,300,,MW,point,50.134,30.747,,https://www.gem.wiki/Trypilska_power_station,,operating
Trypilska power station,6,gas_power_plant,Centerenergo PJSC,State Property Fund of Ukraine [78.00%]; other [22.00%],Ukraine,operating,1972,300,,MW,point,50.134,30.747,,https://www.gem.wiki/Trypilska_power_station,,operating
Turbigo power station,4,gas_power_plant,Iren Energia SpA,Iren SpA,Italy,operating,2008,855,,MW,point,45.521,8.7413,,https://www.gem.wiki/Turbigo_power_station,,operating
Turbigo power station,5,gas_power_plant,Iren Energia SpA,Iren SpA,Italy,operating,2022,430,,MW,point,45.521,8.7413,,https://www.gem.wiki/Turbigo_power_station,,operating
Turcas Denizli Doğalgaz S. power station,1,gas_power_plant,RWE AG [70.00%]; Turcas Petrol AŞ [30.00%],RWE AG [70.00%]; Turcas Petrol AŞ [30.00%],Türkiye,operating,2013,797.4,,MW,point,37.85,29.415,,https://www.gem.wiki/Turcas_Denizli_Doğalgaz_S._power_station,,operating
